AF4,F8,F4,FC6,T8,P8,O2,O1,P7,T7,FC5,F3,F7,AF3,time
3.0,7.0,3.0,5.0,7.0,7.0,1.0,2.0,8.0,8.0,6.0,4.0,8.0,4.0,1682524783.3028066
4179.744,4192.949,4148.718,4182.949,4162.564,4218.59,4201.41,4179.872,4161.026,4139.359,4184.487,4249.103,4140.0,4151.41,1682524783.3096457
4148.59,4160.513,4118.718,4154.487,4139.103,4176.026,4164.359,4148.846,4133.974,4118.974,4153.974,4210.769,4108.077,4114.872,1682524783.3101425
4136.41,4143.462,4101.538,4131.41,4101.667,4157.179,4145.0,4131.923,4116.282,4099.231,4137.179,4195.128,4089.231,4100.256,1682524783.3101425
4135.513,4138.846,4103.462,4128.333,4093.077,4171.41,4152.564,4136.923,4117.564,4094.487,4128.333,4195.897,4088.333,4099.359,1682524783.3106377
4126.154,4133.077,4095.897,4121.154,4099.744,4166.795,4150.128,4128.462,4107.821,4085.256,4121.154,4185.385,4078.718,4089.615,1682524783.3390367
4126.41,4137.564,4093.205,4118.974,4103.718,4154.744,4137.564,4115.897,4098.462,4072.051,4122.051,4178.077,4078.205,4086.026,1682524783.3390367
4137.179,4138.462,4105.256,4133.333,4101.923,4154.359,4135.128,4120.897,4106.795,4081.538,4125.128,4189.744,4090.513,4093.846,1682524783.3390367
4141.154,4135.0,4110.256,4142.436,4105.513,4153.333,4144.487,4124.359,4104.615,4097.436,4127.821,4199.872,4091.026,4100.513,1682524783.3390367
4142.436,4146.538,4107.692,4137.308,4111.41,4160.769,4153.974,4128.205,4104.872,4098.205,4134.231,4200.513,4094.744,4106.923,1682524783.360902
4143.333,4156.154,4107.949,4135.256,4108.333,4172.179,4153.974,4139.487,4123.718,4100.769,4138.462,4201.795,4104.615,4110.513,1682524783.360902
4140.513,4148.333,4106.538,4140.513,4110.128,4167.821,4147.692,4142.564,4130.0,4114.103,4140.256,4202.821,4102.949,4108.205,1682524783.360902
4134.744,4136.026,4095.0,4130.513,4102.179,4152.821,4141.026,4128.333,4111.154,4103.718,4133.077,4190.128,4089.359,4096.795,1682524783.3619013
