201.46,143.56,301.85,176.42,119.9,120.13,151.64,263.66,5.7681,0.69935,0.40507,12451,234.76,504.01,0.60847,0.43111,0.91062,0.52831,0.36057,0.36084,0.45853,0.79514,0.016064,0.0018968,0.0010234,37.54,0.70829,1.5198,0.29071,0.20596,0.43507,0.25242,0.17227,0.17239,0.21906,0.3799,0.0076696,0.00090541,0.00048926,17.935,0.33839,0.72614,0.15891,0.11258,0.23782,0.13797,0.094162,0.094236,0.11975,0.20766,0.0041922,0.00049408,0.00026736,9.8037,0.18498,0.39692,0.079278,0.056166,0.11864,0.06884,0.046977,0.047013,0.05974,0.1036,0.0020917,0.00024687,0.00013354,4.891,0.092283,0.19802,0.2649,0.26489,0.26489,0.2649,0.26488,0.26489,0.26489,0.2649,0.26477,0.26441,0.26504,0.26489,0.26489,0.26489
201.61,143.59,302.09,176.09,119.61,120.64,151.4,264.19,5.5367,0.69708,0.35476,12443,233.84,503.48,0.61103,0.43384,0.91249,0.52943,0.36091,0.36206,0.45746,0.80062,0.016803,0.0019074,0.0010511,37.545,0.70603,1.5228,0.29193,0.20727,0.43597,0.253,0.17241,0.17296,0.21854,0.38252,0.0080349,0.00091262,0.00050374,17.937,0.33731,0.72754,0.15958,0.11331,0.23832,0.1383,0.094252,0.09455,0.11947,0.20911,0.0043917,0.0004989,0.00027498,9.8054,0.18439,0.39771,0.079615,0.056526,0.1189,0.068991,0.047021,0.047171,0.059601,0.10432,0.0021913,0.00024895,0.00013743,4.8918,0.091987,0.19841,0.2649,0.26491,0.26491,0.26493,0.26489,0.26489,0.26489,0.26492,0.26504,0.26519,0.26525,0.2649,0.26489,0.2649
202.5,143.9,302.38,177.5,120.01,121.67,152.26,268.42,5.8527,0.65643,0.36078,12437,233.67,503.87,0.61281,0.43583,0.91334,0.53458,0.36213,0.36563,0.46132,0.81252,0.016899,0.0014839,0.0010772,37.544,0.7032,1.5224,0.29279,0.20823,0.43637,0.25545,0.17301,0.17467,0.22042,0.38821,0.008075,0.00070759,0.00051511,17.937,0.33594,0.72739,0.16005,0.11383,0.23854,0.13963,0.094579,0.095489,0.12049,0.21222,0.0044144,0.00038674,0.00028167,9.8056,0.18365,0.39763,0.079845,0.056788,0.119,0.069658,0.047181,0.047637,0.060108,0.10587,0.0022019,0.00019312,0.00014058,4.8916,0.091612,0.19836,0.26491,0.26491,0.2649,0.26492,0.2649,0.2649,0.26491,0.26491,0.26492,0.2646,0.26518,0.2649,0.2649,0.26491
203.36,145.6,301.94,175.07,119.88,121.54,151.9,268.33,5.4412,0.59275,0.37111,12442,234,503.47,0.61341,0.43503,0.91371,0.53175,0.36122,0.3676,0.46029,0.81008,0.016925,0.0017934,0.00099094,37.523,0.69944,1.5199,0.29309,0.20786,0.43657,0.25395,0.17256,0.17566,0.21992,0.38704,0.0080979,0.00086304,0.00047473,17.928,0.33415,0.72618,0.16021,0.11362,0.23864,0.13882,0.094332,0.096017,0.12021,0.21157,0.0044249,0.00047155,0.0002591,9.7998,0.18266,0.39695,0.07993,0.056687,0.11906,0.069255,0.047062,0.047903,0.059975,0.10555,0.0022074,0.00023557,0.00012946,4.8892,0.091132,0.19804,0.26491,0.2649,0.2649,0.26483,0.26489,0.26492,0.2649,0.2649,0.26505,0.26619,0.26511,0.2649,0.26489,0.2649
202.25,147.93,298.84,168.73,123.16,122.39,150.98,267.78,5.233,0.96958,0.34644,12513,239.87,500.53,0.60763,0.44453,0.90379,0.50904,0.37054,0.3686,0.45695,0.80519,0.015918,0.0027865,0.00094127,37.738,0.72357,1.5143,0.2903,0.21236,0.4318,0.24319,0.17702,0.17609,0.21835,0.38467,0.0076107,0.0013312,0.00044902,18.03,0.3457,0.72351,0.15869,0.11609,0.23603,0.13294,0.096769,0.096265,0.11935,0.21028,0.0041591,0.00072784,0.00024557,9.8559,0.18897,0.39551,0.079169,0.057918,0.11776,0.066324,0.048276,0.048024,0.059545,0.10491,0.0020751,0.00036314,0.00012254,4.917,0.094277,0.19731,0.2649,0.2649,0.2649,0.2649,0.26489,0.2649,0.26492,0.26489,0.26497,0.26495,0.26477,0.2649,0.2649,0.26491
200.78,146.37,300.62,167.31,122,120.65,149.79,264.61,4.6775,1.2309,0.32896,12516,239.5,500,0.60601,0.44025,0.90966,0.50704,0.36909,0.3638,0.44913,0.79486,0.014803,0.0034646,0.00099776,37.763,0.72112,1.514,0.28952,0.2103,0.43461,0.24225,0.17633,0.1738,0.21457,0.3797,0.0070727,0.001654,0.00047801,18.041,0.34447,0.72334,0.15826,0.11496,0.23758,0.13241,0.096388,0.094999,0.11729,0.20755,0.0038664,0.00090464,0.00026115,9.8618,0.18829,0.39539,0.078958,0.057356,0.11853,0.066067,0.04809,0.047398,0.058517,0.10355,0.0019293,0.00045132,0.00013036,4.9203,0.093947,0.19727,0.26489,0.26487,0.2649,0.26489,0.26489,0.26487,0.26488,0.26487,0.26494,0.26491,0.26529,0.26489,0.26487,0.2649
208.91,150.3,306.77,171.35,125.97,129.59,160.29,295.26,6.0771,1.2593,0.34857,12619,240.21,494.02,0.63189,0.45394,0.92809,0.51442,0.37767,0.3888,0.48533,0.88978,0.018209,0.0034038,0.0010242,38.057,0.72308,1.4954,0.3019,0.2169,0.44342,0.24576,0.18042,0.18576,0.2319,0.4251,0.0087025,0.0016241,0.00049026,18.183,0.34547,0.71448,0.16504,0.11857,0.2424,0.13434,0.098628,0.10154,0.12677,0.23238,0.0047564,0.00088767,0.00026786,9.9395,0.18885,0.39056,0.082333,0.059149,0.12092,0.06702,0.049204,0.050657,0.063238,0.11593,0.0023731,0.00044328,0.00013356,4.9585,0.094211,0.19484,0.26491,0.26491,0.26491,0.26489,0.26489,0.2649,0.26491,0.2649,0.26492,0.26471,0.26505,0.2649,0.2649,0.26491
211.27,153.39,311.64,170.55,129.03,131.95,165.17,322.18,6.381,1.9309,0.34332,12683,243.11,495.49,0.63869,0.46165,0.94088,0.51458,0.38711,0.39753,0.50006,0.97346,0.019503,0.0055812,0.0010117,38.266,0.7339,1.4979,0.30515,0.22056,0.4495,0.24584,0.18493,0.18992,0.23893,0.46518,0.0093192,0.0026693,0.00048382,18.282,0.35064,0.71567,0.16681,0.12056,0.24573,0.13439,0.10109,0.10382,0.13061,0.25426,0.0050945,0.0014591,0.00026461,9.9937,0.19167,0.39119,0.08322,0.060144,0.12259,0.067044,0.050434,0.051794,0.065159,0.12685,0.0025415,0.00072834,0.00013196,4.9857,0.095622,0.19517,0.26491,0.26489,0.26491,0.26489,0.26488,0.2649,0.26492,0.26491,0.26494,0.26513,0.26518,0.2649,0.2649,0.2649
211.96,154.13,312.62,171.2,129.34,133.82,166.36,328.92,6.3855,1.8016,0.36461,12683,242.96,494.36,0.6401,0.46201,0.94021,0.51425,0.38794,0.4016,0.50117,0.99364,0.019312,0.0053823,0.00098694,38.248,0.7344,1.508,0.30581,0.2207,0.44911,0.24565,0.18533,0.19184,0.23943,0.47465,0.0092262,0.002573,0.0004717,18.273,0.35084,0.72055,0.16717,0.12065,0.24551,0.13429,0.10131,0.10487,0.13088,0.25946,0.0050435,0.0014058,0.00025773,9.9887,0.19178,0.3939,0.083401,0.060191,0.12249,0.066996,0.050544,0.052319,0.065297,0.12945,0.002516,0.00070194,0.00012877,4.9834,0.09568,0.1965,0.2649,0.26488,0.26487,0.26488,0.26489,0.26488,0.26489,0.26487,0.2649,0.26494,0.26497,0.26489,0.26488,0.26492
210.51,152.63,311.05,169.53,128.51,132.1,163.83,330.63,6.5485,2.2972,0.35379,12646,244.65,499.25,0.63791,0.45956,0.94249,0.51299,0.38696,0.40252,0.49965,1.0018,0.019657,0.0061271,0.0011195,38.239,0.73435,1.5119,0.30481,0.21959,0.45033,0.2451,0.18489,0.19234,0.23875,0.47874,0.0093962,0.0029259,0.00053454,18.27,0.35089,0.7224,0.16662,0.12004,0.24617,0.13398,0.10107,0.10515,0.13051,0.2617,0.005136,0.0015986,0.00029233,9.9876,0.19181,0.39491,0.083124,0.059888,0.12281,0.066842,0.05042,0.052456,0.065108,0.13055,0.0025625,0.0007982,0.00014582,4.9826,0.095692,0.19701,0.26492,0.26493,0.26491,0.26491,0.26491,0.26494,0.26493,0.26493,0.26498,0.26476,0.2649,0.26492,0.26492,0.26492
