4265.897,4286.282,4235.0,4278.462,4296.282,4295.897,4280.769,4575.128,4430.769,4388.205,4400.0,5488.846,4253.718,4193.077
4267.051,4287.051,4231.667,4279.231,4297.949,4289.615,4280.769,4575.641,4430.641,4387.821,4396.923,5488.846,4254.487,4206.282
4263.846,4285.897,4236.923,4280.385,4297.564,4283.59,4280.769,4584.487,4430.128,4388.718,4397.308,5487.051,4256.154,4199.744
4261.282,4285.769,4234.487,4279.231,4297.821,4291.538,4280.897,4585.897,4430.0,4388.333,4400.513,5487.949,4256.41,4186.154
4264.615,4287.821,4233.846,4279.487,4297.821,4296.154,4280.641,4581.795,4430.769,4387.436,4400.897,5487.564,4256.154,4189.487
4266.667,4286.667,4240.513,4281.154,4297.436,4294.487,4280.769,4583.077,4430.897,4391.923,4399.744,5486.538,4254.872,4191.923
4265.0,4284.359,4242.179,4281.282,4297.436,4294.231,4281.154,4584.103,4430.641,4397.308,4399.615,5488.846,4255.0,4184.487
4264.615,4286.923,4240.769,4281.026,4297.051,4293.718,4280.128,4582.564,4429.103,4398.077,4399.744,5489.487,4256.282,4183.205
4265.897,4289.103,4238.077,4281.026,4296.667,4294.231,4279.744,4583.718,4427.564,4395.0,4399.872,5487.564,4256.026,4192.692
4266.282,4283.718,4233.59,4280.385,4297.436,4294.103,4281.026,4583.846,4428.718,4390.0,4399.744,5487.564,4254.744,4192.949
4265.769,4282.564,4233.718,4279.744,4297.564,4291.923,4281.667,4581.795,4430.641,4387.308,4398.59,5488.59,4256.923,4189.487
4264.231,4287.051,4236.795,4278.462,4296.923,4292.692,4281.154,4581.538,4430.128,4388.718,4398.077,5489.487,4257.179,4200.641
4265.128,4287.308,4234.872,4278.333,4297.436,4294.615,4281.538,4583.974,4428.718,4388.718,4399.231,5490.256,4254.615,4201.41
4266.667,4285.128,4234.231,4280.0,4297.821,4291.41,4282.179,4584.103,4430.256,4389.359,4399.872,5488.205,4254.487,4187.308
4265.0,4285.128,4236.795,4280.769,4296.154,4290.769,4281.795,4583.462,4431.795,4396.026,4399.487,5486.795,4254.872,4186.538
4263.718,4286.41,4235.256,4280.256,4295.897,4297.436,4281.795,4584.359,4431.41,4398.718,4399.487,5488.59,4252.821,4194.872
4264.615,4287.179,4235.128,4280.513,4298.077,4294.231,4281.795,4583.333,4430.769,4396.795,4399.615,5489.487,4252.308,4194.103
4265.0,4287.179,4235.256,4280.641,4295.385,4286.667,4281.795,4582.051,4430.128,4398.205,4399.615,5487.692,4254.487,4189.615
4264.359,4286.923,4234.744,4280.128,4291.41,4293.077,4281.923,4583.077,4430.128,4395.385,4399.487,5487.051,4256.026,4189.487
4265.128,4287.179,4235.128,4280.256,4295.385,4297.692,4281.923,4583.718,4430.897,4391.538,4399.487,5488.333,4257.051,4192.949
4265.0,4286.923,4235.641,4280.513,4298.333,4290.0,4281.667,4583.974,4430.128,4395.128,4399.487,5488.59,4256.667,4191.923
4264.103,4286.538,4234.615,4280.513,4296.282,4291.41,4281.923,4584.744,4428.333,4399.487,4399.487,5488.462,4255.256,4183.333
4264.359,4285.769,4233.974,4280.256,4296.41,4298.974,4282.179,4582.821,4429.359,4398.205,4399.615,5489.744,4255.256,4183.718
4265.256,4285.256,4234.231,4279.487,4297.949,4293.333,4280.641,4581.667,4431.795,4393.333,4399.487,5489.487,4256.923,4189.615
4265.385,4285.641,4235.256,4279.231,4296.538,4288.077,4279.103,4583.205,4431.154,4388.846,4399.487,5487.051,4255.769,4186.41
4264.615,4287.308,4236.282,4279.231,4296.795,4295.128,4280.128,4581.795,4430.128,4387.821,4399.487,5487.179,4254.872,4192.436
4265.0,4288.333,4236.026,4277.308,4298.077,4295.256,4281.41,4580.0,4431.41,4389.744,4399.487,5490.0,4256.538,4199.487
4266.154,4288.718,4235.256,4277.051,4296.538,4286.026,4279.872,4582.821,4431.026,4389.359,4399.487,5489.487,4257.308,4187.692
4265.513,4287.949,4234.359,4281.154,4295.513,4283.59,4279.231,4584.615,4429.487,4388.59,4399.487,5488.333,4254.872,4181.026
4264.487,4286.667,4234.872,4281.923,4295.769,4293.333,4281.026,4583.974,4430.385,4388.077,4399.615,5488.462,4254.359,4191.795
4265.769,4284.872,4236.154,4279.359,4294.872,4298.974,4281.795,4583.974,4431.154,4388.974,4399.487,5488.077,4257.308,4193.462
4265.897,4283.974,4235.128,4281.026,4295.128,4290.513,4281.154,4583.718,4430.641,4395.256,4399.487,5487.821,4258.205,4187.179
4264.103,4286.41,4234.231,4280.897,4295.256,4286.538,4280.513,4582.051,4430.256,4398.846,4399.487,5488.846,4256.538,4192.692
4264.231,4287.051,4235.897,4277.564,4295.0,4294.615,4280.385,4582.308,4429.615,4397.179,4399.487,5487.692,4254.359,4200.897
4265.0,4286.667,4236.282,4280.385,4295.897,4296.538,4281.282,4583.077,4429.872,4397.821,4399.487,5488.077,4253.462,4195.128
4264.359,4287.692,4233.846,4282.821,4297.564,4290.256,4281.923,4583.077,4432.308,4396.667,4399.487,5492.051,4254.744,4190.513
4264.744,4288.333,4233.462,4280.385,4295.897,4293.846,4280.128,4584.103,4431.667,4390.256,4399.615,5490.513,4256.41,4193.205
4266.282,4286.282,4235.128,4279.231,4295.128,4299.615,4279.615,4582.436,4428.974,4387.949,4399.487,5486.667,4255.385,4194.359
4266.538,4284.872,4235.256,4280.513,4296.41,4293.59,4281.923,4580.0,4429.359,4390.0,4399.487,5487.692,4255.0,4196.41
4265.385,4285.256,4234.231,4281.026,4293.846,4290.641,4282.308,4581.026,4429.615,4389.231,4399.487,5487.692,4255.769,4193.718
4265.769,4286.795,4234.103,4279.487,4292.051,4296.282,4280.641,4583.462,4428.462,4389.103,4399.487,5484.872,4254.487,4182.436
4265.897,4285.641,4233.846,4277.821,4296.538,4297.179,4280.385,4584.487,4427.308,4390.769,4399.487,5485.897,4254.103,4185.0
